Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
CN113409023A,DATA ANALYTICS,BIG DATA,,,
CN113409023A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113409023A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN113409023A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113409023A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN113409023A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113409023A,PARAMETERS MONITORED,FARM YIELD,,,
CN113409023A,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN113409023A,APPLICATIONS,PREDICTIONS,GROWTH,,
US11337356B2,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
US11337356B2,COMMUNICATION TECHNOLOGIES,RF (RADIO FREQUENCY),,,
US11337356B2,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US11337356B2,APPLICATIONS,PREDICTIONS,YIELD,,
US11337356B2,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN113383629A,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
CN113383629A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
US20210270791A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20210270791A1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
US20210270791A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20210270791A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN113326084A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113326084A,PARAMETERS MONITORED,PLANT GROWTH,,,
US20210267117A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20210267117A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20210267117A1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
US20210267117A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20210267117A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20210267117A1,PARAMETERS MONITORED,PLANT GROWTH,,,
US20210267117A1,PARAMETERS MONITORED,FARM YIELD,,,
US20210267117A1,PARAMETERS MONITORED,WEATHER,,,
US20210267117A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20210267117A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
US20210267117A1,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN113283723A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN113283723A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN113283723A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113283723A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN113256147B,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN113256147B,PARAMETERS MONITORED,FARM YIELD,,,
CN113256147B,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN113256147B,APPLICATIONS,PREDICTIONS,YIELD,,
CN113256001A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN113256001A,APPLICATIONS,PREDICTIONS,YIELD,,
CN113256001A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
KR1020210097911A,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
KR1020210097911A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
KR1020210097911A,PARAMETERS MONITORED,PLANT GROWTH,,,
US20210243938A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20210243938A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
US20210243938A1,PARAMETERS MONITORED,WEATHER,,,
US11382260B2,DATA ANALYTICS,CLOUD COMPUTING,,,
US11382260B2,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US11382260B2,PARAMETERS MONITORED,WEATHER,,,
US11382260B2,PARAMETERS MONITORED,OTHER PARAMETERS,,,
US11382260B2,APPLICATIONS,PREDICTIONS,YIELD,,
US11382260B2,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
CN113191742A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN113191742A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN113191742A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN113191742A,PARAMETERS MONITORED,WEATHER,,,
CN113191742A,APPLICATIONS,PREDICTIONS,CROP PREDICTION,,
CN113177856A,PARAMETERS MONITORED,FARM YIELD,,,
CN113177856A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN113177856A,APPLICATIONS,DATA REPRESENTATION,TABLES,,
CN113177856A,APPLICATIONS,PREDICTIONS,FERTILIZATION,,
KR102281569B1,DATA ANALYTICS,IOT,,,
KR102281569B1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
KR102281569B1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
KR102281569B1,PARAMETERS MONITORED,PLANT GROWTH,,,
WO2021144785A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
WO2021144785A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
WO2021144785A1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
WO2021144785A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
WO2021144785A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
WO2021144785A1,PARAMETERS MONITORED,PLANT GROWTH,,,
WO2021144785A1,PARAMETERS MONITORED,CROP DAMAGE,,,
US20210216861A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20210216861A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20210216861A1,PARAMETERS MONITORED,WEATHER,,,
US20210216861A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN113092477A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113092477A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
CN113092477A,APPLICATIONS,OTHER APPLICATIONS,,,
KR102342987B1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
KR102342987B1,DATA ANALYTICS,IOT,,,
KR102342987B1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
KR102342987B1,PARAMETERS MONITORED,PLANT GROWTH,,,
KR102342987B1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
US20210204471A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20210204471A1,PARAMETERS MONITORED,PLANT GROWTH,,,
US20210204471A1,PARAMETERS MONITORED,FARM YIELD,,,
US20210204471A1,APPLICATIONS,OTHER APPLICATIONS,,,
WO2021134114A1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
WO2021134114A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
WO2021134114A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN213634208U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
WO2021131978A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
WO2021131978A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
WO2021131978A1,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
WO2021131978A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
WO2021131978A1,PARAMETERS MONITORED,FARM YIELD,,,
WO2021131978A1,APPLICATIONS,PREDICTIONS,YIELD,,
WO2021130341A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
WO2021130341A1,DATA ANALYTICS,IOT,,,
WO2021130341A1,DATA ANALYTICS,BLOCK CHAIN,,,
WO2021130341A1,DATA STORING/ SHARING TECHNOLOGIES,WEB-BASED,,,
WO2021130341A1,PARAMETERS MONITORED,FARM YIELD,,,
WO2021130341A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20210195839A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20210195839A1,PARAMETERS MONITORED,FARM YIELD,,,
US20210195839A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
CN113040036A,COMMUNICATION TECHNOLOGIES,BLUETOOTH,,,
CN113040036A,COMMUNICATION TECHNOLOGIES,WI-FI,,,
CN113040036A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN113040036A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN113029974A,DATA ANALYTICS,IOT,,,
CN113029974A,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
US20220351508A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220351508A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220351508A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220351508A1,PARAMETERS MONITORED,PLANT GROWTH,,,
US20220351508A1,APPLICATIONS,PREDICTIONS,GROWTH,,
US11465162B2,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US11465162B2,PARAMETERS MONITORED,PLANT GROWTH,,,
US11465162B2,APPLICATIONS,PREDICTIONS,GROWTH,,
CN213518310U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN213518310U,PARAMETERS MONITORED,WEATHER,,,
US20210181176A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20210181176A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20210181176A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20210181176A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20210181176A1,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
US20210181176A1,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
US11357153B2,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
IN201911048642A,PARAMETERS MONITORED,PLANT GROWTH,,,
IN201911048642A,PARAMETERS MONITORED,WEATHER,,,
IN201911048642A,APPLICATIONS,DATA REPRESENTATION,FIELD MAP GENERATION,,
IN201911048642A,APPLICATIONS,PREDICTIONS,YIELD,,
CN112907104A,DATA ANALYTICS,IOT,,,
CN112907104A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN112907104A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN112907104A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
AU2021101887A4,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
AU2021101887A4,DATA ANALYTICS,IOT,,,
AU2021101887A4,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
AU2021101887A4,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
AU2021101887A4,APPLICATIONS,PREDICTIONS,YIELD,,
CN112883137B,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN112883137B,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN112883137B,PARAMETERS MONITORED,FARM YIELD,,,
CN112883137B,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
CN112883129A,APPLICATIONS,PREDICTIONS,GROWTH,,
CN112883129A,APPLICATIONS,OTHER APPLICATIONS,,,
EP4064819A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
EP4064819A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
EP4064819A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US11237563B2,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US11237563B2,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US11237563B2,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
US11237563B2,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US11237563B2,APPLICATIONS,PREDICTIONS,YIELD,,
US11237563B2,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
EP3818803A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
EP3818803A1,PARAMETERS MONITORED,FARM YIELD,,,
EP3818803A1,PARAMETERS MONITORED,WEATHER,,,
US11470763B2,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US11470763B2,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US11470763B2,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN112785047A,DATA ANALYTICS,BIG DATA,,,
CN112785047A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN112785047A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN112785047A,APPLICATIONS,PREDICTIONS,YIELD,,
US20210127553A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20210127553A1,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
CN112732850A,DATA STORING/ SHARING TECHNOLOGIES,OTHER DATA STORING/ SHARING MEANS,,,
CN112732850A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN112734120A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN112734120A,DATA ANALYTICS,BIG DATA,,,
CN112734120A,PARAMETERS MONITORED,FARM YIELD,,,
CN112734120A,PARAMETERS MONITORED,WEATHER,,,
CN112734120A,PARAMETERS MONITORED,OTHER PARAMETERS,,,
CN112734120A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN112734119A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN112734119A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN112734119A,PARAMETERS MONITORED,FARM YIELD,,,
CN112734119A,APPLICATIONS,PREDICTIONS,YIELD,,
CN213092145U,DATA ANALYTICS,IOT,,,
CN213092145U,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN213092145U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN213092145U,PARAMETERS MONITORED,PLANT GROWTH,,,
CN112734074A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN112734074A,PARAMETERS MONITORED,PLANT GROWTH,,,
WO2021081451A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
WO2021081451A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
WO2021081451A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
WO2021081451A1,PARAMETERS MONITORED,FARM YIELD,,,
WO2021081451A1,APPLICATIONS,DATA REPRESENTATION,TABLES,,
WO2021081451A1,APPLICATIONS,PREDICTIONS,GROWTH,,
US11412657B2,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US11412657B2,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
US11412657B2,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US11412657B2,APPLICATIONS,PREDICTIONS,YIELD,,
US11412657B2,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
US11337360B2,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US11337360B2,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US11337360B2,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US11337360B2,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US11337360B2,PARAMETERS MONITORED,FARM YIELD,,,
US11457554B2,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US11457554B2,DATA ANALYTICS,IOT,,,
US11457554B2,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US11457554B2,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US11457554B2,PARAMETERS MONITORED,WEATHER,,,
US11457554B2,APPLICATIONS,PREDICTIONS,YIELD,,
US11457554B2,APPLICATIONS,PREDICTIONS,COST,,
CN112712225A,DATA ANALYTICS,IOT,,,
CN112712225A,APPLICATIONS,IMPROVE/ INCREASE YIELD ,,,
US20210112697A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN112667668A,DATA ANALYTICS,BIG DATA,,,
CN112667668A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN112667668A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN112667668A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN112667668A,APPLICATIONS,PREDICTIONS,GROWTH,,
US20210105931A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20210105931A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20210105931A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20210105931A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN212933566U,DATA ANALYTICS,IOT,,,
CN212933566U,DATA ANALYTICS,BIG DATA,,,
CN212933566U,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN212933566U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN212933566U,PARAMETERS MONITORED,WEATHER,,,
AU2021100225A4,DATA ANALYTICS,BIG DATA,,,
AU2021100225A4,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
AU2021100225A4,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
AU2021100225A4,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
AU2021100225A4,PARAMETERS MONITORED,PLANT GROWTH,,,
US20220262112A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220262112A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220262112A1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
US20220262112A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220262112A1,PARAMETERS MONITORED,PEST AND DISEASE,,,
US20220262112A1,PARAMETERS MONITORED,PLANT GROWTH,,,
US20220262112A1,PARAMETERS MONITORED,FARM YIELD,,,
US20220262112A1,PARAMETERS MONITORED,WEATHER,,,
US20220262112A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20220262112A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
LU500418B1,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
LU500418B1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
LU500418B1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
LU500418B1,APPLICATIONS,OTHER APPLICATIONS,,,
CN112598533A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN112598533A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN112598533A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN112598533A,APPLICATIONS,PREDICTIONS,COST,,
CN112598533A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
US20210092895A1,DATA STORING/ SHARING TECHNOLOGIES,WEB-BASED,,,
US20210092895A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20210092895A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20210092895A1,PARAMETERS MONITORED,WEATHER,,,
US20210092895A1,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
CN112581302A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN112581302A,DATA ANALYTICS,IOT,,,
CN112581302A,DATA ANALYTICS,BIG DATA,,,
CN112581302A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN112581302A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN112581302A,PARAMETERS MONITORED,PEST AND DISEASE,,,
CN112581302A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN112581302A,PARAMETERS MONITORED,WEATHER,,,
CN112581302A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN112580873A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220330468A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220330468A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220330468A1,PARAMETERS MONITORED,PEST AND DISEASE,,,
US20210084805A1,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
CN112541024A,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
CN112541024A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN112541024A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN112541024A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN112541024A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN112541024A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN112529507A,DATA ANALYTICS,CLOUD COMPUTING,,,
CN112529507A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN112529507A,APPLICATIONS,OTHER APPLICATIONS,,,
US20210235641A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20210235641A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
US20210235641A1,PARAMETERS MONITORED,WEATHER,,,
US20210235641A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20210235641A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
US20220318693A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20220318693A1,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
US20220318693A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20220318693A1,PARAMETERS MONITORED,PLANT GROWTH,,,
US20220318693A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20220318693A1,APPLICATIONS,OTHER APPLICATIONS,,,
CN112465109A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN112465109A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN112465109A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN112464762A,DATA ANALYTICS,BIG DATA,,,
CN112464762A,DATA STORING/ SHARING TECHNOLOGIES,WEB-BASED,,,
CN112464762A,APPLICATIONS,OTHER APPLICATIONS,,,
CN112468985A,DATA ANALYTICS,BIG DATA,,,
CN112468985A,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN112468985A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN112468985A,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
CN112468985A,PARAMETERS MONITORED,PLANT GROWTH,,,
US20210068334A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20210068334A1,DATA ANALYTICS,CLOUD COMPUTING,,,
US20210068334A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20210068334A1,PARAMETERS MONITORED,FARM YIELD,,,
US20210068334A1,PARAMETERS MONITORED,WEATHER,,,
US20210068334A1,PARAMETERS MONITORED,OTHER PARAMETERS,,,
US20210068334A1,APPLICATIONS,DATA REPRESENTATION,CHARTS,,
US20210068334A1,APPLICATIONS,PREDICTIONS,YIELD,,
CN112450028A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN112450028A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN112418651A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN112418651A,PARAMETERS MONITORED,PLANT GROWTH,,,
CN112418651A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN212624107U,DATA STORING/ SHARING TECHNOLOGIES,CLOUD BASED,,,
CN212624107U,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN212624107U,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
AU2020104068A4,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
AU2020104068A4,COMMUNICATION TECHNOLOGIES,OTHER COMMUNICATION MEANS,,,
AU2020104068A4,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
AU2020104068A4,PARAMETERS MONITORED,PLANT GROWTH,,,
AU2020104068A4,APPLICATIONS,PREDICTIONS,SOIL PROPERTIES,,
AU2020103563A4,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
AU2020103563A4,APPLICATIONS,PREDICTIONS,GROWTH,,
AU2020103563A4,APPLICATIONS,PREDICTIONS,COST,,
AU2020103563A4,APPLICATIONS,PREDICTIONS,DISEASE AND PEST PREDICTION,,
US20210029866A1,DATA ANALYTICS,ARTIFICIAL INTELLIGENCE,ARTIFICIAL INTELLIGENCE (GENERAL),,
US20210029866A1,COMMUNICATION TECHNOLOGIES,RF (RADIO FREQUENCY),,,
US20210029866A1,COMMUNICATION TECHNOLOGIES,WI-FI,,,
US20210029866A1,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
US20210029866A1,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
US20210029866A1,PARAMETERS MONITORED,FIELD ENVIRONMENT,,,
US20210029866A1,PARAMETERS MONITORED,WEATHER,,,
US20210029866A1,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
US20210029866A1,APPLICATIONS,PREDICTIONS,YIELD,,
US20210029866A1,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN112308729A,DATA ANALYTICS,IOT,,,
CN112308729A,COMMUNICATION TECHNOLOGIES,GPS/GNSS/GIS,,,
CN112308729A,COMMUNICATION TECHNOLOGIES,CELLULAR,2G OR 3G OR 4G,,
CN112307091A,PARAMETERS MONITORED,SOIL PARAMETERS ANALYSIS,,,
CN112307091A,APPLICATIONS,PROVIDES RECOMMENDATIONS/SUGGESTIONS,,,
CN115204753A,COMMUNICATION TECHNOLOGIES,WIRELESS (GENERAL),,,
CN115204753A,APPLICATIONS,PREDICTIONS,OTHER PREDICTIONS,,
CN115204753A,APPLICATIONS,INTELLIGENT SYSTEM/DECISION MAKING,,,
