Publication Number,Level 1,Level 2,level 3,Level 4,Level 5
US20200140858A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN111072784A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111072784A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN111072784A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111067852A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111067852A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111072755A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111072755A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111072755A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN111072755A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN111072755A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN111072772A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111072772A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
CN111072772A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN111057128A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN111057128A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN111057128A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN111057128A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20200123210A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20200123210A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US20200123210A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20200123210A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN111011575A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN111011575A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN111011575A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN111011575A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN110960671A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110960671A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110960671A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN110960671A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN110960671A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110950932A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110950932A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110950932A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN110950932A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110937595A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110937595A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110937595A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,DRUG DELIVERY,
CN110917055A,FOCUS AREA,PEPTIDES,OLIGO-PEPTIDES,,
CN110917055A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN110922451A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110922451A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110922451A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
TWI745616B,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
TWI745616B,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
TWI745616B,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
TWI745616B,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US10989712B2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US10989712B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US10989712B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US10989712B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US10989712B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110878327A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110878327A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110878327A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
JP2020037538A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
JP2020037538A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,HEART DISEASE,
JP2020037538A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
JP2020037538A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN110873796A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110873796A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
CN110862448A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110862448A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110862448A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,DIABETES,
CN110862448A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110862433A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110862433A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN110846367A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110846367A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110846367A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110833514A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110833514A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110833514A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN110804086A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110804086A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN110804086A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,BREAST CANCER,
CN110804086A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110787076A,FOCUS AREA,PEPTIDES,OLIGO-PEPTIDES,,
CN110787076A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110787076A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN110787076A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20210309756A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20210309756A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20210309756A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20210309756A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN110772446A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110772446A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110772446A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN110772446A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110755634A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110755634A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110755634A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN110755634A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN110755634A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
RU2720200C2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
RU2720200C2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
RU2720200C2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110734477A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110734477A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN110734477A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
CN110734477A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
RU2712235C1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
RU2712235C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
RU2712235C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
RU2712235C1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20220177537A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20220177537A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN110721314A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110721314A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110721314A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN110721314A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN110721314A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20210269508A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210269508A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN110713534A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110713534A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110713534A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN110710675A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110710675A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
JP2020007255A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
JP2020007255A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
JP2020007255A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
JP2020007255A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110663807A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110663807A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110664652A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110664652A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110664652A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
US11124799B2,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US11124799B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US11124799B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
CN110655553A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110655553A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110655553A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110655553A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110638682A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110638682A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110639023A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110639023A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
TWI680762B,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
TWI680762B,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,HEART DISEASE,
TWI680762B,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,DIABETES,
TWI680762B,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
TWI680762B,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20210380635A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20210380635A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20210380635A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20210380635A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20210380635A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN110624097A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110624097A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
CN110624097A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110590912A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110590912A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110590912A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110590912A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
CN110590912A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110585424A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110585424A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN110585424A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110592167A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110592167A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110590913A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110590913A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110590913A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN110590913A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110590913A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110584125A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110584125A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
US20190380957A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20190380957A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US20190380957A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,DIABETES,
US20190380957A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20190380957A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN110563814A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110563814A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110563814A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,INFECTIONS,,
CN110563814A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110538312A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110538312A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110538312A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
CN110540575A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110540575A,APPLICATIONS,LIVESTOCK INDUSTRY,,,
CN110540575A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
JP2021104047A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
JP2021104047A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
JP2021104047A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
JP2021104047A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
JP2021104047A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
JP2021104047A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20190365922A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20190365922A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20190365922A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN110521849A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110521849A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110522900A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110522900A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,SKIN DISEASE,
CN110522900A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20210040151A1,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
US20210040151A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
US20210040151A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,HEART DISEASE,
US20210040151A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
US20210040151A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
US20210040151A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110496214A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110496214A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN110478494A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110478494A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
CN110478494A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN110478494A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,BREAST CANCER,
CN110478494A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,RESEARCH FIELD,,
CN110478494A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110484585A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110484585A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110484584A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110484584A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110484584A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110452289A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110452289A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20210130395A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210130395A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
US20210130395A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,ANTIBODY - DRUG CONJUGATES (ADC),
US20210130395A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN110423265A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110423265A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
CN110423265A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN110423265A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110423266A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110423266A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110423266A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
JP6858227B2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
JP6858227B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
JP6858227B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US10640756B2,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US10640756B2,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
US10640756B2,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110403186A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110403186A,APPLICATIONS,COSMETIC INDUSTRY,GENERAL COSMETIC,,
CN110403186A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110403899A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110403899A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
US20190328890A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20190328890A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,DRUG DELIVERY,
US20190328890A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,THERAPEUTICS,,
CN110373443A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110373443A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL DISEASES,
CN110373443A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,ALZHEIMER'S DISEASE,
CN110373443A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
US20210113617A1,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
US20210113617A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,TUMOR,
US20210113617A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,GENERAL CANCER,
US20210113617A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,BREAST CANCER,
US20210113617A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DISEASE SPECIFIC,CANCER THERAPY,
US20210113617A1,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,VACCINE,,
CN110354245A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110354245A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110354245A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,PHARMACEUTICAL INDUSTRY,,
CN110354245A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110357947A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
CN110357947A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
CN110357947A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110338264A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110338264A,APPLICATIONS,COSMETIC INDUSTRY,SKIN CARE,,
CN110338264A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
CN110339336A,FOCUS AREA,PEPTIDES,POLY-PEPTIDES,,
CN110339336A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,GENERAL MEDICAL USE,,
TW201940497A,FOCUS AREA,PEPTIDES,GENERAL PEPTIDES,,
TW201940497A,APPLICATIONS,MEDICAMENTS/ MEDICAL INDUSTRY,DRUGS,GENERAL DRUGS,
